교량명,도로종류,도로노선명,도로노선번호,도로노선방향,시도명,시군구명,소재지도로명주소,소재지지번주소,교량시작점위도,교량시작점경도,교량종료점위도,교량종료점경도,시설물종별등급구분,상부구조형식,Type,,상하행선분리여부,교량연장,교량폭,높이,통행하중,제한속도,가변속도제한유무,제한차량,차로수,교량준공년도,최종안전점검일자,최종안전점검결과,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
내리교,3,기장대로,23,3,2,기장군,부산광역시 기장군 기장대로,부산광역시 기장군 기장읍 석산리,35.206092,129.206896,35.206424,129.207213,3,라멘교,Rahmen,,N,40,32,4,43.2,,,,6,2001,2016-11-19,B,건설안전시험사업소 도로안전1팀,051-550-7254,2018-08-21,6260000,부산광역시
죽성교,3,기장대로,23,3,2,기장군,부산광역시 기장군 기장대로,부산광역시 기장군 기장읍 청강리,35.245529,129.221052,35.245661,129.221074,3,라멘교,Rahmen,,N,32,33,4,43.2,,,,8,2001,2017-12-21,B,건설안전시험사업소 도로안전1팀,051-550-7254,2018-08-21,6260000,부산광역시
대저교,3,공항로,31,3,2,강서구,부산광역시 강서구 공항로,부산광역시 강서구 대저1동 670-231,35.232633,128.993717,35.232418,128.993678,3,STB,Girder,120,N,40.2,29.9,4,43.2,60,,,6,1988,2013-10-01,B,건설안전시험사업소 도로안전3팀,051-550-7265,2018-08-21,6260000,부산광역시
달산교,3,정관로,5001,3,2,기장군,부산광역시 기장군 정관로,부산광역시 기장군 정관읍 달산리,35.320002,129.187818,35.320424,129.188422,99,PF,Girder,55,N,50,25.6,4,43.2,,,,4,2007,2016-11-19,C,건설안전시험사업소 도로안전1팀,051-550-7254,2018-08-21,6260000,부산광역시
모전교,3,정관로,5001,3,2,기장군,부산광역시 기장군 정관로,부산광역시 기장군 정관읍 모전리,35.333391,129.170498,35.333004,129.170807,99,PF,Girder,55,N,44.9,26,4,43.2,,,,4,2008,2016-11-19,B,건설안전시험사업소 도로안전1팀,051-550-7254,2018-08-21,6260000,부산광역시
중앙교,3,정관산업로,81,3,2,기장군,부산광역시 기장군 정관산업로,부산광역시 기장군 정관읍 매학리,35.323693,129.180201,35.324185,129.180448,99,라멘교,Rahmen,,N,47,35.6,4,43.2,,,,6,2007,2016-11-19,B,건설안전시험사업소 도로안전1팀,051-550-7254,2018-08-21,6260000,부산광역시
죽림육교,3,외부순환도로,77,3,2,강서구,부산광역시 강서구 서낙동로,부산광역시 강서구 죽림동 262,35.200436,128.897752,35.200349,128.897681,99,PCI,,40,N,30,25,4,43.2,80,,,6,2009,2017-12-14,B,건설안전시험사업소 도로안전3팀,051-550-7265,2018-08-21,6260000,부산광역시
화전1교,3,화전산업대로,7709,3,2,강서구,부산광역시 강서구 화전산업대로,부산광역시 강서구 녹산동,35.108309,128.888136,35.108466,128.888111,99,RCB,,9,N,45,40.9,4,43.2,60,,,4,2009,2015-01-11,B,건설안전시험사업소 도로안전1팀,051-550-7257,2018-08-21,6260000,부산광역시
화전2교,3,화전산단6로,none,3,2,강서구,부산광역시 강서구 화전산단6로,부산광역시 강서구 녹산동,35.108657,128.883062,35.108809,128.883069,99,RCB,,9,N,43,25.9,4,43.2,60,,,4,2009,2015-01-11,B,건설안전시험사업소 도로안전1팀,051-550-7257,2018-08-21,6260000,부산광역시
화전3교,3,화전산단5로,none,3,2,강서구,부산광역시 강서구 화전산단5로,부산광역시 강서구 녹산동,35.108582,128.878239,35.108821,128.878236,99,RCB,,9,N,40,30.9,4,43.2,60,,,4,2009,2015-01-11,B,건설안전시험사업소 도로안전1팀,051-550-7257,2018-08-21,6260000,부산광역시
화전4교,3,화전산업대로,7709,3,2,강서구,부산광역시 강서구 화전산업대로,부산광역시 강서구 녹산동,35.095703,128.886971,35.095779,128.887016,99,RCB,,9,N,20,57.4,4,43.2,60,,,4,2009,2015-12-02,B,건설안전시험사업소 도로안전1팀,051-550-7257,2018-08-21,6260000,부산광역시
화전5교,3,화전산단6로,none,3,2,강서구,부산광역시 강서구 화전산단6로,부산광역시 강서구 녹산동,35.096814,128.883053,35.096947,128.883047,99,RCB,,9,N,21,25.9,4,43.2,60,,,4,2009,2015-12-02,B,건설안전시험사업소 도로안전1팀,051-550-7257,2018-08-21,6260000,부산광역시
화전6교,3,화전산단5로,none,3,2,강서구,부산광역시 강서구 화전산단5로,부산광역시 강서구 녹산동,35.098323,128.878255,35.098487,128.878265,99,RCB,,9,N,21,30.9,4,43.2,60,,,4,2009,2015-12-02,B,건설안전시험사업소 도로안전1팀,051-550-7257,2018-08-21,6260000,부산광역시
천성회차로교,3,거가대로,17,3,2,강서구,부산광역시 강서구 거가대로,부산광역시 강서구 천성동 376-1,35.024719,128.817021,35.024409,128.816647,99,PSCI,Girder,85,N,40,24.6,4,43.2,80,,,4,2011,2018-05-08,B,건설안전시험사업소 도로안전3팀,051-550-7265,2018-08-21,6260000,부산광역시
분포교,3,분포로,6604,3,2,남구,부산광역시 남구 분포로,부산광역시 남구 용호동,35.135003,129.112172,35.135442,129.111673,99,PFB,,6,N,70,31,4,43.2,60,,,6,2009,2016-12-19,B,건설안전시험사업소 도로안전2팀,051-550-7278,2018-08-21,6260000,부산광역시
서부산유통 단지진입교,3,none,none,3,2,강서구,부산광역시 강서구 유통단지1로,부산광역시 강서구 대저2동 3142,35.169307,128.959674,35.169078,128.959662,99,RCB,,9,N,26,52.5,4,43.2,70,,,9,2011,2018-07-28,B,건설안전시험사업소 도로안전3팀,051-550-7265,2018-08-21,6260000,부산광역시
서부산유통 단지진입2교,3,none,none,3,2,강서구,부산광역시 강서구 유통단지2로,부산광역시 강서구 대저2동 3143,35.164625,128.958706,35.164326,128.958591,99,RCB,,9,N,49,36,4,43.2,70,,,4,2011,2018-07-28,B,건설안전시험사업소 도로안전3팀,051-550-7265,2018-08-21,6260000,부산광역시
정관IC교,3,광역순환도로,88,3,2,기장군,부산광역시 기장군 광역순환도로,부산광역시 기장군 정관읍 용수리,35.331628,129.182651,35.331687,129.182543,99,PCI,,40,N,30,25,4,43.2,,,,5,2011,2017-06-09,B,건설안전시험사업소 도로안전1팀,051-550-7254,2018-08-21,6260000,부산광역시
장산고가교,3,외부순환도로,77,3,2,해운대구,부산광역시 해운대구 외부순환도로,부산광역시 해운대구 좌동,35.179812,129.167762,35.180091,129.168406,99,PCS,,6,Y,78,38,4,43.2,60,,,4,1996,2017-07-23,B,건설안전시험사업소 도로안전2팀,051-550-7273,2018-08-21,6260000,부산광역시
뉴타운교,3,서동로,none,3,2,금정구,부산광역시 금정구 동현로,부산광역시 금정구 부곡동,35.223721,129.088061,35.223605,129.088457,99,강상판CFT거더,Girder,,N,42,34,4,43.2,60,,,6,2011,2018-06-20,B,건설안전시험사업소 도로안전1팀,051-550-7255,2018-08-21,6260000,부산광역시
명례1교,3,기장대로,23,3,2,기장군,부산광역시 기장군 기장대로,부산광역시 기장군 장안읍 오리,35.366999,129.260795,35.367003,129.260683,99,MSP거더합성교,Girder,,N,32.1,33.5,4,43.2,,,,4,2014,2017-12-21,B,건설안전시험사업소 도로안전1팀,051-550-7254,2018-08-21,6260000,부산광역시
명례2교,3,기장대로,23,3,2,기장군,부산광역시 기장군 기장대로,부산광역시 기장군 장안읍 오리,35.366987,129.261051,35.366991,129.260934,99,MSP거더합성교,Girder,,N,38.8,42.9,4,43.2,,,,4,2014,2017-12-21,B,건설안전시험사업소 도로안전1팀,051-550-7254,2018-08-21,6260000,부산광역시
지사천1교,3,none,none,3,2,강서구,부산광역시 강서구 미음산단로,부산광역시 강서구 미음동 1630,35.139484,128.861398,35.139364,128.861402,99,PSCI,Girder,85,N,45,30.8,4,43.2,60,,,6,2015,2016-11-18,B,건설안전시험사업소 도로안전3팀,051-550-7265,2018-08-21,6260000,부산광역시
식만교,3,외부순환도로,77,3,2,강서구,부산광역시 강서구 서낙동로,부산광역시 강서구  식만동 835,35.217441,128.916669,35.217271,128.915948,99,Precom Beam,,1,N,90.3,27.9,4,43.2,80,,,6,2009,2016-04-24,B,건설안전시험사업소 도로안전3팀,051-550-7265,2018-08-21,6260000,부산광역시
덕선천교,3,좌천로,9103,3,2,기장군,부산광역시 기장군 좌천로,부산광역시 기장군 장안읍 좌동리,35.313096,129.245812,35.313141,129.245932,99,PF,Girder,55,N,20,25.9,4,43.2,,,,4,2016,2018-05-18,B,건설안전시험사업소 도로안전1팀,051-550-7254,2018-08-21,6260000,부산광역시
석말교,3,가락대로,15,3,2,강서구,부산광역시 강서구 가락대로,부산광역시 강서구 범방동 354-27,35.148216,128.877935,35.148075,128.877841,99,BOX형 RA,,1,N,35,47.4,4,43.2,60,,,8,2016,2016-05-25,B,건설안전시험사업소 도로안전3팀,051-550-7265,2018-08-21,6260000,부산광역시
한천교,7,마들로1길,불명,3,1,노원구,,서울특별시 노원구 공릉동 660-7,37.625216,127.0721,37.623712,127.068486,2,프리플랙스교,Girder,,N,410,12,4.5,43.2,,,,2,1992,2018-04-10,B,노원구청,02-2116-4147,2018-10-16,3100000,서울특별시 노원구
염광교,7,덕릉로77길,불명,3,1,노원구,,서울특별시 노원구 중계동 443,37.655134,127.072364,37.655196,127.07187,3,라멘교,Rahmen,,N,36,10,4.5,43.2,,,,2,1995,2018-04-10,B,노원구청,02-2116-4147,2018-10-16,3100000,서울특별시 노원구
양지교,7,덕릉로73길,불명,3,1,노원구,,서울특별시 노원구 중계동 421-1,37.65259,127.07121,37.652786,127.070816,3,라멘교,Rahmen,,N,36.35,12,4.5,43.2,,,,2,1998,2018-04-10,B,노원구청,02-2116-4147,2018-10-16,3100000,서울특별시 노원구
구묵동교,7,공릉로,불명,3,1,노원구,,서울특별시 노원구 공릉동 656-2,37.61853,127.078588,37.617927,127.078888,3,RC슬래브교,Slab,,N,38,16,4.5,32.4,,,,2,1987,2018-04-10,B,노원구청,02-2116-4147,2018-10-16,3100000,서울특별시 노원구
당현인도교,7,없음,불명,3,1,노원구,,서울특별시 노원구 상계동 743-4,37.639713,127.060615,37.639883,127.059938,3,연속라멘교,Rahmen,,N,43,6,4.5,23.4,,,,1,1997,2018-04-10,B,노원구청,02-2116-4147,2018-10-16,3100000,서울특별시 노원구
장월교,7,광운로,불명,3,1,노원구,,서울특별시 노원구 월계동 497-3,37.61817,127.057264,37.617782,127.056956,3,RC슬래브교,Slab,,N,45,20,4.5,32.4,,,,4,1991,2018-04-10,B,노원구청,02-2116-4147,2018-10-16,3100000,서울특별시 노원구
초안교,7,우이천로2길,불명,3,1,노원구,,서울특별시 노원구 월계동 924,37.631436,127.041767,37.630646,127.041593,3,RC슬래브교,Slab,,N,58,15,4.5,43.2,,,,3,2001,2018-04-10,B,노원구청,02-2116-4147,2018-10-16,3100000,서울특별시 노원구
불암교,7,없음,불명,3,1,노원구,,서울특별시 노원구 중계동 453-7,37.658001,127.071691,37.658046,127.072063,99,RC슬래브교,Slab,,N,34.4,4.5,4.5,23.4,,,,2,2012,2018-04-10,B,노원구청,02-2116-4147,2018-10-16,3100000,서울특별시 노원구
새싹교,7,덕릉로79길,불명,3,1,노원구,,서울특별시 노원구 중계동 453-8,37.657286,127.071797,37.657341,127.072291,99,RC슬래브교,Slab,,N,33.1,10,4.5,23.4,,,,1,2012,2018-04-10,B,노원구청,02-2116-4147,2018-10-16,3100000,서울특별시 노원구
물넘이교,7,없음,불명,3,1,노원구,,서울특별시 노원구 중계동 440-9,37.654057,127.072143,37.654142,127.071724,99,RC박스형교,,3,N,35.3,4.2,4.5,23.4,,,,2,2012,2018-04-10,B,노원구청,02-2116-4147,2018-10-16,3100000,서울특별시 노원구
벼루말교,7,없음,불명,3,1,노원구,,서울특별시 노원구 월계동 507-2,37.654142,127.071724,37.619739,127.053922,99,라멘교,Rahmen,,N,40,20,4.5,23.4,,,,2,2010,2018-04-10,B,노원구청,02-2116-4147,2018-10-16,3100000,서울특별시 노원구
덕곡교,2,국4호(대㈜ 1-1),4번,3,15,김천시,,경상북도 김천시 덕곡동 1380-1,36.1153,128.1557,36.1151,128.1561,3,RCS,Slab,,Y,20,20,4.5,24,,,,7,1993,2018-06-29,B,김천시청,054-420-6893,2018-08-31,5060000,경상북도 김천시
김천교,2,국4호(중㈜ 1-3),5번,3,15,김천시,,경상북도 김천시 지좌동 1046-1,36.119221,128.129981,36.118829,128.131296,2,PCS,,6,Y,168,20,4.2,24,,,,4,1984,2018-06-29,B,김천시청,054-420-6893,2018-08-31,5060000,경상북도 김천시
신음교,2,국59호(대㈜ 3-4),59번,3,15,김천시,,경상북도 김천시 신음동 1230-26,36.12625,128.130526,36.127091,128.131129,2,PC빔교(PCI),Girder,,Y,126,26,4.7,24,,,,4,2016,2018-06-29,B,김천시청,054-420-6893,2018-08-31,5060000,경상북도 김천시
조마교,4,지903호,903번,3,15,김천시,,경상북도 김천시 양천동 1774-1,36.091456,128.114866,36.091766,128.115237,99,RA,Rahmen,288,Y,17.5,10,3,24,,,,1,2000,2018-06-29,B,김천시청,054-420-6893,2018-08-31,5060000,경상북도 김천시
양천교,4,지903호,903번,3,15,김천시,,경상북도 김천시 양천동 1774-1,36.08448,128.118413,36.084122,128.118564,99,RA,Rahmen,288,Y,14,11,3.9,24,,,,1,2003,2018-06-29,B,김천시청,054-420-6893,2018-08-31,5060000,경상북도 김천시
김천대교,4,지514호(대㈜ 1-1),514번,3,15,김천시,,경상북도 김천시 지좌동 197,36.124904,128.130378,36.124085,128.133171,1,STB,Girder,120,Y,480,35,8.5,24,,,,1,2001,2018-06-29,B,김천시청,054-420-6893,2018-08-31,5060000,경상북도 김천시
지좌과선교,4,지514호(대㈜ 1-1),514번,3,15,김천시,,경상북도 김천시 지좌동 1043-1,36.118738,128.143703,36.118557,128.143983,3,SPG,,4,Y,45.2,20,7,24,,,,1,1984,2018-06-29,B,김천시청,054-420-6893,2018-08-31,5060000,경상북도 김천시
직지교,5,대로㈜1-2,3번,3,15,김천시,,경상북도 김천시 신음동 1248-1,36.128732,128.118221,36.129485,128.118264,2,RCH,,4,Y,100,35,3.1,24,,,,7,1992,2018-06-29,B,김천시청,054-420-6893,2018-08-31,5060000,경상북도 김천시
성남교,5,중로(보)2-1,3번,3,15,김천시,,경상북도 김천시 성내동 231-1,36.121055,128.118456,36.121341,128.118599,3,PCI,,40,Y,22,15,4,18,,,,1,1973,2018-06-29,B,김천시청,054-420-6893,2018-08-31,5060000,경상북도 김천시
금음교,5,대로㈜1-2,3번,3,15,김천시,,경상북도 김천시 신음동 583-2,36.146943,128.11954,36.147233,128.119376,3,PF,Girder,55,Y,30,35,10,24,,,,1,1993,2018-06-29,B,김천시청,054-420-6893,2018-08-31,5060000,경상북도 김천시
다삼교,5,대로㈜3-6호,3-6번,3,15,김천시,,경상북도 김천시 삼락동 1147-10,36.1313,128.081722,36.132435,128.082231,2,프리플렉스,Girder,,Y,147,26,3.2,24,,,,1,2010,2018-06-29,B,김천시청,054-420-6893,2018-08-31,5060000,경상북도 김천시
교동교,5,대로㈜1-7호,514번,3,15,김천시,,경상북도 김천시 교동 947-3,36.129779,128.100768,36.13042,128.10039,3,RCS,Slab,,Y,97.8,29.5,5,24,,,,1,1999,2018-06-29,B,김천시청,054-420-6893,2018-08-31,5060000,경상북도 김천시
삼락교,5,대로㈜1-7호,1-7번,3,15,김천시,,경상북도 김천시 삼락동 1147-20,36.136845,128.090548,36.136908,128.090301,99,RA,Rahmen,288,Y,17.6,37,3.2,24,,,,1,2006,2018-06-29,B,김천시청,054-420-6893,2018-08-31,5060000,경상북도 김천시
율곡천1교(앞들교),5,대(보)3-혁신4,혁신4번,3,15,김천시,,경상북도 김천시 율곡동 934,36.120633,128.177468,36.120754,128.178199,99,RPF빔,Girder,,Y,75.9,29,4.2,24,,,,5,2013,2018-06-29,B,김천시청,054-420-6893,2018-08-31,5060000,경상북도 김천시
율곡천2교(용전교),5,대(보)3-혁신2,혁신2번,3,15,김천시,,경상북도 김천시 율곡동 934,36.124787,128.174786,36.125012,128.175695,99,RPF빔,Girder,,Y,78,26,4.1,24,,,,4,2013,2018-06-29,B,김천시청,054-420-6893,2018-08-31,5060000,경상북도 김천시
석정천2교(석정교),5,중(집)2-혁신7,혁신7번,3,15,김천시,,경상북도 김천시 율곡동 861,36.122291,128.193457,36.122599,128.193457,99,Preflex beam,,4,Y,17.2,17,2.9,24,,,,2,2013,2018-06-29,B,김천시청,054-420-6893,2018-08-31,5060000,경상북도 김천시
석정천3교(청룡교),5,대(보)3-혁신8,혁신8번,3,15,김천시,,경상북도 김천시 율곡동 846,36.122432,128.190693,36.122689,128.190699,99,Preflex beam,,4,Y,17.2,26,2.2,24,,,,4,2013,2018-06-29,B,김천시청,054-420-6893,2018-08-31,5060000,경상북도 김천시
석정천4교(장승교),5,대(보)3-혁신6,혁신6번,3,15,김천시,,경상북도 김천시 율곡동 835,36.122787,128.187702,36.123137,128.187691,99,Preflex beam,,4,Y,17.2,29,2.5,24,,,,5,2013,2018-06-29,B,김천시청,054-420-6893,2018-08-31,5060000,경상북도 김천시
석정천5교(우래교),5,대(보)3-혁신2,혁신2번,3,15,김천시,,경상북도 김천시 율곡동 928,36.122821,128.187695,36.123151,128.187671,99,W.P.C GIRDER,,1,Y,21,35,2.9,24,,,,7,2013,2018-06-29,B,김천시청,054-420-6893,2018-08-31,5060000,경상북도 김천시
송경교,2,번영로,26번,3,13,군산시,전라북도 군산시 경포천동길 2,전라북도 군산시 경장동 471,35.973471,126.726536,35.97385,126.726069,3,RCS,Slab,,Y,60,35,3.3,32.4,,,,7,1977,2019-04-01,B,군산시,063-454-3595,2019-04-18,4670000,전라북도 군산시
신흥교,2,번영로,26번,3,13,군산시,전라북도 군산시 번영로 148-4,전라북도 군산시 조촌동 893,35.965944,126.735421,35.965733,126.735692,3,RCS,Slab,,Y,22,35,2.4,32.4,,,,6,1977,2019-04-01,B,군산시,063-454-3595,2019-04-18,4670000,전라북도 군산시
경포교,2,구암3.1로,21번,3,13,군산시,전라북도 군산시 구암3.1로 70-1,전라북도 군산시 경암동 616,35.981432,126.727086,35.981431,126.727482,3,PF,Girder,55,Y,32,30,6.1,43.2,,,,6,1998,2019-04-01,B,군산시,063-454-3595,2019-04-18,4670000,전라북도 군산시
사정교,5,사정동길,번호없음,3,13,군산시,전라북도 군산시 사정동길 35,전라북도 군산시 사정동 565,35.956405,126.747113,35.956184,126.747237,3,RCS,Slab,,Y,50,9.2,4,32.4,,,,2,1986,2019-04-01,B,군산시,063-454-3595,2019-04-18,4670000,전라북도 군산시
경마교,5,경암로,번호없음,3,13,군산시,전라북도 군산시 경포천동길 26,전라북도 군산시 경암동 617,35.975606,126.726061,35.9756,126.726526,3,RCS,Slab,,Y,42,10,5,24.3,,,,2,1990,2019-04-01,B,군산시,063-454-3595,2019-04-18,4670000,전라북도 군산시
제2경마교,5,경암1길,번호없음,3,13,군산시,전라북도 군산시 경포천동길 46-1,전라북도 군산시 경암동 620,35.977549,126.72608,35.977566,126.726477,3,RCT,,52,N,39,3.5,4,24.3,,,,1,1986,2019-04-01,B,군산시,063-454-3595,2019-04-18,4670000,전라북도 군산시
선양고가교,5,선양2길,번호없음,3,13,군산시,전라북도 군산시 선양2길 29-1,전라북도 군산시 선양동 920,35.982549,126.711802,35.982313,126.711627,3,PF,Girder,55,Y,47,9.5,21,43.2,,,,2,1996,2019-04-01,B,군산시,063-454-3595,2019-04-18,4670000,전라북도 군산시
경문교,5,문화로,번호없음,3,13,군산시,전라북도 군산시 문화로 168,전라북도 군산시 미장동 386,35.969939,126.724672,35.969954,126.7252,3,PSCI,Girder,85,Y,50,30,5,43.2,,,,5,1998,2019-04-01,B,군산시,063-454-3595,2019-04-18,4670000,전라북도 군산시
오룡고가교,5,오룡재길,번호없음,3,13,군산시,전라북도 군산시 오룡재길 28-4,전라북도 군산시 오룡동 927-8,35.980458,126.709428,35.980504,126.709721,3,PF,Girder,55,Y,30,9.5,21,43.2,,,,2,2002,2019-04-01,B,군산시,063-454-3595,2019-04-18,4670000,전라북도 군산시
용연교,5,하포로,번호없음,3,13,군산시,전라북도 군산시 하포로 641-6,전라북도 군산시 회현면 월연리 399-5,35.901937,126.729251,35.901972,126.729406,3,RCT,,52,Y,20.4,4.5,2.4,32.4,,,,2,1974,2019-04-01,B,군산시,063-454-3595,2019-04-18,4670000,전라북도 군산시
신복교,6,신복길,6번,3,13,군산시,전라북도 군산시 신복길 28,전라북도 군산시 대야면 복교리 2520,35.939402,126.839863,35.939617,126.83993,3,RCS,Slab,,Y,22,9,3,43.2,,,,2,1996,2019-04-01,B,군산시,063-454-3595,2019-04-18,4670000,전라북도 군산시
구신기교,6,구신기길,13번,3,13,군산시,전라북도 군산시 구신기길 118-24,전라북도 군산시 임피면 영창리 300-70,35.96248,126.884131,35.962599,126.884605,3,PF,Girder,55,Y,85,8,6.5,43.2,,,,2,2001,2019-04-01,B,군산시,063-454-3595,2019-04-18,4670000,전라북도 군산시
하광교,99,하광1길,206번,3,13,군산시,전라북도 군산시 번영로 1321,전라북도 군산시 대야면 광교리 221-14,35.936573,126.855595,35.93668,126.855604,3,RCS,Slab,,Y,22,9,3,43.2,,,,2,1996,2019-04-01,B,군산시,063-454-3595,2019-04-18,4670000,전라북도 군산시
옥석1교,99,옥석신흥길,207번,3,13,군산시,전라북도 군산시 옥석신흥길 184,전라북도 군산시 개정면 옥석리 256-19,35.953585,126.778543,35.953807,126.778562,3,RCS,Slab,,Y,30,8,2.7,43.2,,,,2,1982,2019-04-01,B,군산시,063-454-3595,2019-04-18,4670000,전라북도 군산시
농마교,99,농막길,303번,1,13,군산시,전라북도 군산시 농막길 98-12,전라북도 군산시 임피면 월하리 825,35.956336,126.882848,35.956023,126.883454,3,RCS,Slab,,N,65,2.9,4.1,0,,,,1,1930,2019-04-01,E,군산시,063-454-3595,2019-04-18,4670000,전라북도 군산시
신기2교,99,영창신기길,203번,1,13,군산시,전라북도 군산시 영창신기길 100,전라북도 군산시 임피면 영창리 299-13,35.9655,126.883486,35.965394,126.882947,3,RCS,Slab,,N,72.6,2.6,8,0,,,,1,1930,2019-04-01,E,군산시,063-454-3595,2019-04-18,4670000,전라북도 군산시
원두교,99,원두길,321번,3,13,군산시,전라북도 군산시 광교길 124,전라북도 군산시 대야면 광교리 42-36,35.92539,126.856245,35.924905,126.856763,3,RCS,Slab,,Y,70,6,6.4,32.4,,,,2,1993,2019-04-01,B,군산시,063-454-3595,2019-04-18,4670000,전라북도 군산시
선유교,99,무녀도길,201번,1,13,군산시,전라북도 군산시 선유남길 37-7,전라북도 군산시 옥도면 선유도리 35-14,35.807442,126.416054,35.806672,126.417389,3,와렌트러스,Truss,,N,268,3,42,0.5,,,,1,1986,2019-04-01,B,군산시,063-454-3595,2019-04-18,4670000,전라북도 군산시
장자교,99,장자도1길,205번,1,13,군산시,전라북도 군산시 장자도1길 81,전라북도 군산시 옥도면 장자도리,35.812127,126.400052,35.812083,126.402905,3,와렌트러스,Truss,,N,268,3,42,0.5,,,,1,1986,2019-04-01,B,군산시,063-454-3595,2019-04-18,4670000,전라북도 군산시
중흥교,5,안정길,번호없음,3,13,군산시,전라북도 군산시 둔덕3길 48,전라북도 군산시 성산면 둔덕리 456-1,35.990209,126.766501,35.989847,126.766678,3,RCS,Slab,,Y,36,3,3,32.4,,,,2,2000,2019-04-01,B,군산시,063-454-3595,2019-04-18,4670000,전라북도 군산시
다리실재육교,5,동군산로,번호없음,3,13,군산시,전라북도 군산시 동군산로 275,전라북도 군산시 성산면 산곡리 산6-17,35.981978,126.808223,35.981602,126.808354,3,STB,Girder,120,Y,47,7.5,10,43.2,,,,2,2007,2019-04-01,B,군산시,063-454-3595,2019-04-18,4670000,전라북도 군산시
비응1호교,5,군산산단로,번호없음,3,13,군산시,전라북도 군산시 군산산단로 170-18,전라북도 군산시 비응도동 28,35.959312,126.540845,35.958785,126.540907,3,PSC,,33,Y,47,41,8,1500,,,,6,2004,2019-04-01,B,군산시,063-454-3595,2019-04-18,4670000,전라북도 군산시
비응2호교,5,군산산단로,번호없음,3,13,군산시,전라북도 군산시 군산산단1길 50,전라북도 군산시 비응도동 28,35.958836,126.535255,35.958448,126.535332,3,RCS,Slab,,Y,53,21,8,43.2,,,,4,2004,2019-04-01,B,군산시,063-454-3595,2019-04-18,4670000,전라북도 군산시
비응3호교,5,군산산단로,번호없음,3,13,군산시,전라북도 군산시 외항로 1270,전라북도 군산시 비응도동 28,35.958652,126.532039,35.958265,126.532087,3,PSC,,33,Y,56,31,8,43.2,,,,5,2004,2019-04-01,B,군산시,063-454-3595,2019-04-18,4670000,전라북도 군산시
오식1교,5,산단남북로,번호없음,3,13,군산시,전라북도 군산시 산단남북로 158,전라북도 군산시 오식도동 847,35.960221,126.56145,35.96004,126.56145,3,RA,Rahmen,288,Y,28,26,8,43.2,,,,4,2004,2019-04-01,B,군산시,063-454-3595,2019-04-18,4670000,전라북도 군산시
오식2교,5,무역로,번호없음,3,13,군산시,전라북도 군산시 무역로 158,전라북도 군산시 오식도동 847,35.959891,126.555597,35.959691,126.555645,3,RA,Rahmen,288,Y,33,21,8,43.2,,,,4,2004,2019-04-01,B,군산시,063-454-3595,2019-04-18,4670000,전라북도 군산시
오식3교,5,자유무역로,번호없음,3,13,군산시,전라북도 군산시 자유무역로 160,전라북도 군산시 오식도동 847,35.959499,126.5482,35.959234,126.548208,3,RA,Rahmen,288,Y,39.8,31,8,43.2,,,,6,2004,2019-04-01,B,군산시,063-454-3595,2019-04-18,4670000,전라북도 군산시
영창교,5,항쟁로,번호없음,3,13,군산시,전라북도 군산시 항쟁로 309,전라북도 군산시 서수면 서수리 230-8,35.975934,126.885925,35.975717,126.886225,3,PSCI,Girder,85,Y,91.9,10,5.4,32.4,,,,2,1986,2019-04-01,B,군산시,063-454-3595,2019-04-18,4670000,전라북도 군산시
신관육교,2,새만금북로,21번,3,13,군산시,전라북도 군산시 대학로 618,전라북도 군산시 미룡동 287-26,35.93962,126.686038,35.939639,126.686172,2,STB,Girder,120,Y,100,36,5,43.2,,,,6,1997,2019-04-01,B,군산시,063-454-3595,2019-04-18,4670000,전라북도 군산시
옥구육교,2,새만금북로,21번,3,13,군산시,전라북도 군산시 앞고지길 6,전라북도 군산시 개사동 870-3,35.942464,126.654297,35.942447,126.654482,2,STB,Girder,120,Y,100,36,4.9,43.2,,,,6,1997,2019-04-01,B,군산시,063-454-3595,2019-04-18,4670000,전라북도 군산시
야중교,5,오산로,번호없음,3,13,군산시,전라북도 군산시 야중길 15,전라북도 군산시 대야면 접산리 965,35.945218,126.871564,35.944871,126.871821,1,PF,Girder,55,Y,102,10,7.9,43.2,,,,2,2010,2019-04-01,B,군산시,063-454-3595,2019-04-18,4670000,전라북도 군산시
서래교,5,조촌로,번호없음,3,13,군산시,전라북도 군산시 금암동 274-21,전라북도 군산시 경암동 492-29,35.98613,126.723794,35.985203,126.736538,1,PSC,,33,Y,310,32.1,9,43.2,,,,6,2016,2019-04-01,B,군산시,063-454-3595,2019-04-18,4670000,전라북도 군산시
대덕교,7,소로1류,117,3,3,남구,,대구광역시 남구 봉덕동 산 173-1,35.8288101,128.5893885,35.8288101,128.5893885,3,라멘교,Rahmen,,N,45,12,7.9,43.2,,,,2,2005,2018-02-23,B,대구광역시남구청,053-664-2889,2018-08-22,3440000,대구광역시 남구
동부교,2,천안대로,1호,3,12,동남구,,충청남도 천안시 동남구 원성동 35-1번지,36.810113,127.164628,36.809749,127.164595,3,RCS,Slab,,N,36,35,0,24,,,,6,1989,2018-07-12,B,천안시,041-521-4392,2018-08-24,4490000,충청남도 천안시
